Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
Flipkart,JNE3463-KR-XXXL,kurta,3XL,1,INR,568,NAGPUR,MAHARASHTRA,440009,IN,FALSE
Amazon,J0371-SKD-XXL,Set,XXL,1,INR,1099,Bengaluru,KARNATAKA,560067,IN,FALSE
Nalli,SAR004,Saree,Free,1,INR,499,CHENNAI,TAMIL NADU,600083,IN,FALSE
Amazon,SAR028,Saree,Free,1,INR,1115,JABALPUR,MADHYA PRADESH,482004,IN,FALSE
Flipkart,J0341-DR-M,Western Dress,M,1,INR,744,Bhagalpur,BIHAR,812001,IN,FALSE
Flipkart,MEN5002-KR-XL,kurta,XL,1,INR,495,ALAPPUZHA,KERALA,688582,IN,FALSE
Amazon,J0281-SKD-S,Set,S,1,INR,1399,ORAI,UTTAR PRADESH,285001,IN,FALSE
Myntra,JNE3720-KR-XS,kurta,XS,1,INR,517,SAWANTWADI,MAHARASHTRA,416510,IN,FALSE
Amazon,SET110-KR-PP-M,Set,M,1,INR,837,PATHANAPURAM,KERALA,691533,IN,FALSE
Flipkart,PJNE3364-KR-5XL,kurta,5XL,1,INR,836,BENGALURU,KARNATAKA,560016,IN,FALSE
Amazon,PJNE3291-KR-6XL,kurta,6XL,1,INR,534,CHENNAI,TAMIL NADU,600011,IN,FALSE
Flipkart,JNE1233-BLUE-KR-031-L,kurta,L,1,INR,376,PANAJI,GOA,403001,IN,FALSE
Flipkart,JNE3564-KR-XXXL,kurta,3XL,1,INR,487,GURUGRAM,HARYANA,122001,IN,FALSE
Amazon,JNE3160-KR-G-XL,kurta,XL,1,INR,749,NORTH 24 PARGANAS,WEST BENGAL,700055,IN,FALSE
Amazon,JNE3742-KR-XL,kurta,XL,1,INR,432,PUNE,MAHARASHTRA,411057,IN,FALSE
Myntra,J0335-DR-L,Western Dress,L,1,INR,940,GURUGRAM,HARYANA,122004,IN,FALSE
Myntra,SAR021,Saree,Free,1,INR,1399,JABALPUR,MADHYA PRADESH,482001,IN,FALSE
Amazon,J0106-KR-M,Western Dress,M,1,INR,999,BELAGAVI,KARNATAKA,590006,IN,FALSE
Flipkart,SET187-KR-DH-XS,Set,XS,1,INR,671,Port blair,ANDAMAN & NICOBAR ,744103,IN,FALSE
Flipkart,J0132-KR-XXXL,kurta,3XL,1,INR,351,Golaghat,ASSAM,785702,IN,FALSE
Amazon,J0008-SKD-L,Set,L,1,INR,1075,BARIPADA,ODISHA,757001,IN,FALSE
Meesho,JNE3721-KR-L,kurta,L,1,INR,292,BANGALORE,KARNATAKA,560051,IN,FALSE
Amazon,SAR022,Saree,Free,1,INR,759,GWALIOR,MADHYA PRADESH,474011,IN,FALSE
Amazon,JNE3465-KR-L,kurta,L,1,INR,502,Bengaluru,KARNATAKA,560035,IN,FALSE
Amazon,SET291-KR-PP-S,Set,S,1,INR,569,KOLKATA,WEST BENGAL,700055,IN,FALSE
Flipkart,JNE3452-KR-XXL,kurta,XXL,1,INR,301,BANGALORE,KARNATAKA,560023,IN,FALSE
Myntra,SAR012,Saree,Free,1,INR,657,BENGALURU,KARNATAKA,560068,IN,FALSE
Ajio,SET286-KR-NP-XXXL,Set,3XL,1,INR,626,VISAKHAPATNAM,ANDHRA PRADESH,530022,IN,FALSE
Myntra,SET184-KR-PP-XL,Set,XL,1,INR,573,BHUBANESWAR,ODISHA,752054,IN,FALSE
Myntra,JNE3800-KR-L,Western Dress,L,1,INR,771,PUNE,MAHARASHTRA,411004,IN,FALSE
Flipkart,JNE3798-KR-M,Western Dress,M,1,INR,725,KANPUR,UTTAR PRADESH,208001,IN,FALSE
Amazon,JNE3703-KR-M,kurta,M,1,INR,316,CHENNAI,TAMIL NADU,600116,IN,FALSE
Ajio,J0386-KR-XS,kurta,XS,1,INR,909,HYDERABAD,TELANGANA,500085,IN,FALSE
Flipkart,JNE3797-KR-M,Western Dress,M,2,INR,1430,KANPUR,UTTAR PRADESH,208001,IN,FALSE
Myntra,SAR025,Saree,Free,1,INR,464,CHHINDWARA,MADHYA PRADESH,480001,IN,FALSE
Myntra,J0301-TP-S,Top,S,1,INR,493,CHERTHALA,KERALA,688524,IN,FALSE
Flipkart,SET098-KR-PP-XXL,Set,XXL,1,INR,672,SONIPAT,HARYANA,131001,IN,FALSE
Others,JNE3708-TU-XXXL,Top,3XL,1,INR,690,NEW DELHI,DELHI,110018,IN,FALSE
Amazon,JNE3768-KR-XL,kurta,XL,1,INR,487,BENGALURU,KARNATAKA,560068,IN,FALSE
Amazon,SET097-KR-PP-XXL,Set,XXL,1,INR,958,HYDERABAD,TELANGANA,500089,IN,FALSE
Amazon,JNE3722-KR-S,kurta,S,1,INR,301,BENGALURU,KARNATAKA,560043,IN,FALSE
Nalli,J0351-SET-L,Set,L,1,INR,771,JHARSUGUDA,ODISHA,768027,IN,FALSE
Ajio,JNE3434-KR-XS,kurta,XS,1,INR,319,MOHALI,punjab,140301,IN,FALSE
Others,JNE3487-KR-XXXL,kurta,3XL,1,INR,345,GUNTUR,ANDHRA PRADESH,522006,IN,FALSE
Flipkart,SET398-KR-PP-XXL,Set,XXL,1,INR,1125,HYDERABAD,TELANGANA,500032,IN,FALSE
Flipkart,SET345-KR-NP-S,Set,S,1,INR,635,HYDERABAD,TELANGANA,500081,IN,FALSE
Flipkart,SET360-KR-NP-M,Set,M,1,INR,1138,IMPHAL,MANIPUR,795001,IN,FALSE
Nalli,SET356-KR-NP-S,Set,S,1,INR,999,GUWAHATI,ASSAM,781005,IN,FALSE
Myntra,JNE3797-KR-S,Western Dress,S,1,INR,735,HYDERABAD,TELANGANA,500005,IN,FALSE
Meesho,JNE3611-KR-L,kurta,L,1,INR,459,VIJAYAWADA,ANDHRA PRADESH,520010,IN,FALSE
Amazon,SAR023,Saree,Free,1,INR,939,BENGALURU,KARNATAKA,560068,IN,FALSE
Myntra,SET281-KR-PP-M,Set,M,1,INR,499,CHENNAI,TAMIL NADU,600037,IN,FALSE
Flipkart,SAR007,Saree,Free,1,INR,1075,GAYA,BIHAR,823001,IN,FALSE
Myntra,JNE2014-KR-178-L,kurta,L,1,INR,359,BENGALURU,KARNATAKA,560037,IN,FALSE
Myntra,J0401-DR-XXL,Western Dress,XXL,1,INR,885,VADODARA,GUJARAT,391320,IN,FALSE
Myntra,J0401-DR-XXXL,Western Dress,3XL,1,INR,885,VADODARA,GUJARAT,390007,IN,FALSE
Amazon,J0401-DR-XL,Western Dress,XL,1,INR,885,MUMBAI,MAHARASHTRA,400097,IN,FALSE
Flipkart,JNE3662-TP-XS,Top,XS,1,INR,399,PUDUVAYAL,TAMIL NADU,630108,IN,FALSE
Flipkart,JNE3686-TU-XS,Top,XS,1,INR,446,AHMEDABAD,GUJARAT,380009,IN,FALSE
Myntra,JNE3659-TP-N-XXL,Top,XXL,1,INR,493,CHENNAI,TAMIL NADU,600034,IN,FALSE
Flipkart,J0416-DR-M,Western Dress,M,1,INR,1148,HYDERABAD,TELANGANA,500049,IN,FALSE
Meesho,J0004-SKD-XXL,Set,XXL,1,INR,1127,MYSURU,KARNATAKA,570022,IN,FALSE
Amazon,J0119-TP-L,Top,L,1,INR,750,NAVI MUMBAI,MAHARASHTRA,410206,IN,FALSE
Nalli,MEN5002-KR-L,kurta,L,1,INR,495,JAMSHEDPUR,JHARKHAND,831004,IN,FALSE
Ajio,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,771,LUCKNOW,UTTAR PRADESH,226016,IN,FALSE
Myntra,JNE3405-KR-XXXL,kurta,3XL,1,INR,449,MUMBAI,MAHARASHTRA,400067,IN,FALSE
Flipkart,J0077-SKD-M,Set,M,1,INR,1170,MEDINIPUR,WEST BENGAL,721101,IN,FALSE
Myntra,JNE1525-KR-UDF19BLACK-M,kurta,M,1,INR,301,NAVSARI,GUJARAT,396445,IN,FALSE
Myntra,SAR005,Saree,Free,1,INR,1099,NEW DELHI,DELHI,110077,IN,FALSE
Others,JNE2014-KR-178-L,kurta,L,1,INR,353,BENGALURU,KARNATAKA,560077,IN,FALSE
Amazon,JNE3486-KR-S,kurta,S,1,INR,459,Allahabad,UTTAR PRADESH,211001,IN,FALSE
Myntra,SET048-KR-NP-XXXL,Set,3XL,1,INR,642,BENGALURU,KARNATAKA,560083,IN,FALSE
Amazon,J0341-DR-S,Western Dress,S,1,INR,744,SILIGURI,WEST BENGAL,734001,IN,FALSE
Flipkart,SET386-KR-NP-XS,Set,XS,1,INR,599,NEW DELHI,DELHI,110045,IN,FALSE
Amazon,SET408-KR-NP-XXXL,Set,3XL,1,INR,499,NEW DELHI,DELHI,110025,IN,FALSE
Myntra,SET331-KR-NP-S,Set,S,1,INR,597,BENGALURU,KARNATAKA,562123,IN,FALSE
Amazon,JNE3465-KR-XXXL,kurta,3XL,1,INR,499,CHENNAI,TAMIL NADU,600073,IN,FALSE
Amazon,JNE3724-KR-M,kurta,M,1,INR,499,NEW DELHI,DELHI,110052,IN,FALSE
Amazon,JNE3440-KR-N-S,kurta,S,1,INR,399,MAHABUBABAD,TELANGANA,506101,IN,FALSE
Amazon,JNE3797-KR-XL,Western Dress,XL,1,INR,735,CHENNAI,TAMIL NADU,600052,IN,FALSE
Amazon,SET291-KR-PP-M,Set,M,1,INR,605,CHENNAI,TAMIL NADU,600073,IN,FALSE
Amazon,SET340-KR-NP-XXXL,Set,3XL,1,INR,799,delhi,DELHI,110027,IN,FALSE
Flipkart,SAR015,Saree,Free,1,INR,1432,gaya,bihar,823002,IN,FALSE
Amazon,PSET264-KR-NP-5XL,Set,5XL,1,INR,1325,HYDERABAD,TELANGANA,500070,IN,FALSE
Flipkart,PJNE3423-KR-N-5XL,kurta,5XL,1,INR,527,BHOPAL,MADHYA PRADESH,462042,IN,FALSE
Myntra,PSET043-KR-NP-5XL,Set,5XL,1,INR,1078,GURUGRAM,HARYANA,122001,IN,FALSE
Ajio,SET258-KR-PP-S,Set,S,1,INR,855,NAVI MUMBAI,MAHARASHTRA,410206,IN,FALSE
Nalli,SAR006,Saree,Free,1,INR,1099,Sagore Dist.Dhar,MADHYA PRADESH,454774,IN,FALSE
Flipkart,J0044-TP-S,Top,S,1,INR,299,ERNAKULAM,KERALA,682028,IN,FALSE
Amazon,JNE3797-KR-A-M,Western Dress,M,1,INR,771,THANE,MAHARASHTRA,400608,IN,FALSE
Flipkart,SAR019,Saree,Free,1,INR,568,COIMBATORE,TAMIL NADU,641029,IN,FALSE
Flipkart,JNE3693-KR-M,kurta,M,1,INR,317,CHENNAI,TAMIL NADU,600028,IN,FALSE
Amazon,J0240-SKD-XXXL,Set,3XL,1,INR,1593,TIRUNELVELI,TAMIL NADU,627002,IN,FALSE
Amazon,JNE3482-KR-L,kurta,L,1,INR,318,Mumbai,MAHARASHTRA,400055,IN,FALSE
Others,J0172-TP-XL,Top,XL,1,INR,518,GURUGRAM,HARYANA,122017,IN,FALSE
Amazon,JNE3468-KR-XL,kurta,XL,1,INR,399,Mumbai,MAHARASHTRA,400075,IN,FALSE
Myntra,SET388-KR-NP-XXXL,Set,3XL,1,INR,1299,PALAKKAD,KERALA,678007,IN,FALSE
Flipkart,SET329-KR-NP-L,Set,L,1,INR,657,Bangalore,KARNATAKA,560048,IN,FALSE
Amazon,SET268-KR-NP-L,Set,L,1,INR,698,NEW DELHI,DELHI,110053,IN,FALSE
Myntra,J0335-DR-XXL,Western Dress,XXL,1,INR,859,NEW DELHI,DELHI,110017,IN,FALSE
Nalli,J0095-SET-XXL,Set,XXL,1,INR,653,Hyderabad,TELANGANA,501510,IN,TRUE
Flipkart,SET058-KR-NP-XXXL,Set,3XL,1,INR,847,BENGALURU,KARNATAKA,560090,IN,FALSE
Amazon,J0277-SKD-XL,Set,XL,1,INR,1556,BUNGAL,PUNJAB,145001,IN,FALSE
Amazon,JNE3463-KR-S,kurta,S,1,INR,550,Ernakullam,KERALA,682024,IN,FALSE
Amazon,J0415-DR-S,Western Dress,S,1,INR,899,MALAPPURAM,KERALA,673641,IN,FALSE
Amazon,PJNE3068-KR-5XL,kurta,5XL,1,INR,1099,BENGALURU,KARNATAKA,560100,IN,FALSE
Amazon,SET345-KR-NP-M,Set,M,1,INR,635,JAMNAGAR,GUJARAT,361008,IN,FALSE
Myntra,JNE3675-TU-S,Top,S,1,INR,499,HYDERABAD,TELANGANA,500084,IN,FALSE
Flipkart,JNE3659-TP-N-XL,Top,XL,1,INR,493,BANKIMNAGAR,TRIPURA,799035,IN,FALSE
Flipkart,JNE3652-TP-N-L,Top,L,1,INR,339,NEW DELHI,DELHI,110089,IN,FALSE
Myntra,JNE3686-TU-XL,Top,XL,1,INR,432,VADODARA,GUJARAT,390007,IN,FALSE
Ajio,J0335-DR-XS,Western Dress,XS,1,INR,989,NELLORE,ANDHRA PRADESH,524002,IN,FALSE
Amazon,J0095-SET-XL,Set,XL,1,INR,653,BENGALURU,KARNATAKA,560100,IN,FALSE
Flipkart,JNE3797-KR-L,Western Dress,L,1,INR,715,HYDERABAD,TELANGANA,500039,IN,FALSE
Others,J0163-SKD-XXXL,Set,3XL,1,INR,999,LUCKNOW,UTTAR PRADESH,226028,IN,FALSE
Flipkart,JNE3645-TP-N-XL,Top,XL,1,INR,663,KOLKATA,WEST BENGAL,700081,IN,FALSE
Ajio,JNE3640-TP-N-L,Top,L,1,INR,518,BHOPAL,MADHYA PRADESH,462011,IN,FALSE
Amazon,JNE3756-KR-M,kurta,M,1,INR,487,NIZAMABAD,TELANGANA,503001,IN,FALSE
Amazon,JNE3651-TP-N-XXL,Top,XXL,1,INR,518,NEW DELHI,DELHI,110075,IN,FALSE
Flipkart,JNE3648-TP-N-M,Top,M,1,INR,487,NEW DELHI,DELHI,110059,IN,FALSE
Amazon,JNE3680-TU-XXL,Top,XXL,1,INR,549,FARIDABAD,HARYANA,121002,IN,FALSE
Flipkart,SET374-KR-NP-M,Set,M,1,INR,635,GHAZIABAD,UTTAR PRADESH,201001,IN,FALSE
Myntra,JNE3801-KR-XL,kurta,XL,1,INR,725,BHUBANESWAR,ODISHA,751002,IN,FALSE
Myntra,JNE3702-KR-M,kurta,M,1,INR,342,KIRATPUR,UTTAR PRADESH,246731,IN,FALSE
Amazon,SAR008,Saree,Free,1,INR,969,TINSUKIA,ASSAM,786125,IN,FALSE
Meesho,J0113-TP-XL,Top,XL,1,INR,550,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416416,IN,FALSE
Amazon,J0376-SKD-XL,Set,XL,1,INR,999,KOLKATA,WEST BENGAL,700146,IN,FALSE
Flipkart,SET344-KR-NP-M,Set,M,1,INR,968,BABUGARH,UTTAR PRADESH,245201,IN,FALSE
Amazon,J0103-SKD-S,Set,S,1,INR,1338,DHANBAD,JHARKHAND,826005,IN,FALSE
Flipkart,JNE3893-TP-XL,Top,XL,1,INR,817,PIMPRI CHINCHWAD,MAHARASHTRA,411033,IN,FALSE
Amazon,JNE3793-KR-XL,kurta,XL,1,INR,368,NAGPUR,MAHARASHTRA,440002,IN,FALSE
Flipkart,J0150-KR-S,kurta,S,1,INR,420,Bengaluru,KARNATAKA,560043,IN,FALSE
Myntra,MEN5002-KR-XXL,kurta,XXL,1,INR,495,PUNE,MAHARASHTRA,411021,IN,FALSE
Amazon,JNE3405-KR-S,kurta,S,2,INR,870,MEERUT,UTTAR PRADESH,250001,IN,FALSE
Amazon,SET293-KR-NP-XXXL,Set,3XL,1,INR,692,CHENNAI,TAMIL NADU,600031,IN,FALSE
Amazon,SET267-KR-NP-L,Set,L,1,INR,852,KODAIKANAL,TAMIL NADU,624101,IN,FALSE
Amazon,J0119-TP-L,Top,L,1,INR,758,THIRUVANANTHAPURAM,KERALA,695026,IN,FALSE
Flipkart,PJNE3373-KR-N-5XL,kurta,5XL,1,INR,786,Kakkanad,KERALA,682030,IN,FALSE
Nalli,JNE3567-KR-XL,kurta,XL,2,INR,798,DEHRADUN,UTTARAKHAND,248001,IN,FALSE
Myntra,JNE3804-KR-XL,kurta,XL,1,INR,459,NOIDA,UTTAR PRADESH,201309,IN,FALSE
Amazon,J0023-TP-XS,Top,XS,1,INR,399,patiala,PUNJAB,147003,IN,FALSE
Amazon,J0132-KR-XXXL,kurta,3XL,1,INR,358,KOLKATA,WEST BENGAL,700078,IN,FALSE
Amazon,J0247-SKD-XXXL,Set,3XL,1,INR,777,NEW DELHI,DELHI,110085,IN,FALSE
Amazon,J0088-TP-M,Top,M,1,INR,399,VISAKHAPATNAM,ANDHRA PRADESH,530016,IN,FALSE
Flipkart,J0341-DR-M,Western Dress,M,1,INR,743,MADANAPALLE,ANDHRA PRADESH,517325,IN,FALSE
Myntra,SET389-KR-NP-L,Set,L,1,INR,680,DHENKANAL,ODISHA,759001,IN,FALSE
Flipkart,PJNE2199-KR-N-6XL,kurta,6XL,1,INR,728,MUVATTUPUZHA,KERALA,686673,IN,FALSE
Myntra,J0132-KR-XS,kurta,XS,1,INR,362,RANCHI,JHARKHAND,834003,IN,FALSE
Myntra,JNE3822-KR-XL,kurta,XL,1,INR,436,KOLKATA,WEST BENGAL,700107,IN,FALSE
Amazon,JNE3568-KR-M,kurta,M,1,INR,399,BENGALURU,KARNATAKA,560059,IN,FALSE
Myntra,JNE2170-KR-436-XL,kurta,XL,1,INR,612,TRIVANDRUM,KERALA,695572,IN,FALSE
Others,SET171-KR-NP-XXXL,Set,3XL,1,INR,792,GURUGRAM,HARYANA,122002,IN,FALSE
Ajio,SET188-KR-NP-S,Set,S,1,INR,648,CHENNAI,TAMIL NADU,600095,IN,FALSE
Amazon,SET332-KR-PP-XXXL,Set,3XL,1,INR,525,BAWAL,HARYANA,123501,IN,FALSE
Meesho,SET268-KR-NP-XXXL,Set,3XL,1,INR,788,COIMBATORE,TAMIL NADU,641001,IN,FALSE
Flipkart,SET220-KR-PP-XL,Set,XL,1,INR,1075,LUCKNOW,UTTAR PRADESH,226024,IN,FALSE
Ajio,NW002-TP-PJ-XXXL,Set,3XL,1,INR,455,CHENNAI,TAMIL NADU,600096,IN,FALSE
Amazon,NW005-ST-PJ-XXXL,Set,3XL,1,INR,562,LUDHIANA,PUNJAB,141013,IN,FALSE
Amazon,JNE3399-KR-M,kurta,M,1,INR,435,MUMBAI,MAHARASHTRA,400093,IN,FALSE
Flipkart,JNE3636-KR-XS,kurta,XS,1,INR,459,BENGALURU,KARNATAKA,560075,IN,FALSE
Amazon,JNE3609-KR-S,kurta,S,1,INR,568,CHENNAI,TAMIL NADU,600010,IN,FALSE
Ajio,J0339-DR-XXL,Western Dress,XXL,1,INR,743,PUNE,MAHARASHTRA,411037,IN,FALSE
Nalli,J0003-SET-L,Set,L,1,INR,688,MUMBAI,MAHARASHTRA,400042,IN,FALSE
Ajio,JNE3465-KR-XXXL,kurta,3XL,1,INR,486,Kollumangudi,TAMIL NADU,609403,IN,FALSE
Amazon,JNE3420-KR-S,kurta,S,1,INR,301,KOLKATA,WEST BENGAL,700053,IN,FALSE
Myntra,J0010-LCD-M,Set,M,1,INR,939,HYDERABAD,TELANGANA,500075,IN,FALSE
Amazon,J0297-TP-XL,Top,XL,1,INR,574,BENGALURU,KARNATAKA,560066,IN,FALSE
Flipkart,J0139-KR-XL,kurta,XL,1,INR,396,CUTTACK,ODISHA,753001,IN,FALSE
Nalli,SET144-KR-NP-XXXL,Set,3XL,1,INR,774,KHARAGPUR,WEST BENGAL,721305,IN,FALSE
Myntra,J0097-KR-XXL,kurta,XXL,1,INR,534,KATHGODAM,UTTARAKHAND,263126,IN,FALSE
Myntra,SET248-KR-NP-L,Set,L,1,INR,612,BENGALURU,KARNATAKA,560082,IN,FALSE
Myntra,JNE3577-KR-S,kurta,S,1,INR,688,Chennai,TAMIL NADU,600078,IN,FALSE
Amazon,MEN5022-KR-XL,kurta,XL,1,INR,754,SECUNDERABAD,TELANGANA,500003,IN,FALSE
Flipkart,JNE3797-KR-S,Western Dress,S,1,INR,735,SRICITY,ANDHRA PRADESH,517541,IN,FALSE
Myntra,MEN5004-KR-S,kurta,S,1,INR,480,Bangalore,KARNATAKA,560093,IN,FALSE
Myntra,SET331-KR-NP-XS,Set,XS,1,INR,597,PUNE,MAHARASHTRA,412207,IN,FALSE
Myntra,SET330-KR-PP-XL,Set,XL,1,INR,560,KOLKATA,WEST BENGAL,700153,IN,FALSE
Amazon,SET332-KR-PP-XXL,Set,XXL,1,INR,549,AHMADNAGAR,MAHARASHTRA,414001,IN,FALSE
Amazon,SET348-KR-NP-M,Set,M,1,INR,899,Faridabad,HARYANA,121007,IN,FALSE
Flipkart,SET436-KR-NP-XXXL,Set,3XL,1,INR,1399,BETTIAH,BIHAR,845438,IN,FALSE
Flipkart,SET304-KR-DPT-XL,Set,XL,1,INR,1186,BARIPADA,ODISHA,757003,IN,FALSE
Flipkart,JNE3797-KR-XXL,Western Dress,XXL,1,INR,735,MUMBAI,MAHARASHTRA,400018,IN,FALSE
Myntra,JNE3697-KR-M,kurta,M,1,INR,486,MANDYA,KARNATAKA,571401,IN,FALSE
Amazon,JNE3160-KR-M,kurta,M,1,INR,685,KAIMGANJ,UTTAR PRADESH,209502,IN,FALSE
Amazon,SAR021,Saree,Free,1,INR,620,Pune,MAHARASHTRA,411037,IN,FALSE
Ajio,J0011-LCD-S,Set,S,1,INR,1233,HYDERABAD,TELANGANA,502032,IN,FALSE
Amazon,J0112-TP-S,Top,S,1,INR,354,NEW DELHI,DELHI,110016,IN,FALSE
Ajio,J0014-LCD-XS,Set,XS,1,INR,1648,THIRUVANANTHAPURAM,KERALA,695023,IN,FALSE
Myntra,JNE3801-KR-L,kurta,L,1,INR,735,PUNE,MAHARASHTRA,411046,IN,FALSE
Myntra,JNE3801-KR-XXL,kurta,XXL,1,INR,725,FAROOQNAGAR,TELANGANA,509216,IN,FALSE
Flipkart,JNE3797-KR-S,Western Dress,S,1,INR,735,"PUTHALAM,Kanyakumari",TAMIL NADU,629602,IN,FALSE
Myntra,J0283-SET-M,Set,M,1,INR,1018,Bengaluru,KARNATAKA,560105,IN,FALSE
Amazon,MEN5002-KR-S,kurta,S,1,INR,499,mumbai,MAHARASHTRA,400052,IN,TRUE
Nalli,J0118-TP-XL,Top,XL,1,INR,518,ALDONA,GOA,403508,IN,FALSE
Amazon,J0008-SKD-M,Set,M,1,INR,1065,BENGALURU,KARNATAKA,560062,IN,FALSE
Amazon,JNE3870-DR-XXXL,Western Dress,3XL,1,INR,688,SILIGURI,WEST BENGAL,734013,IN,FALSE
Flipkart,JNE3399-KR-M,kurta,M,1,INR,435,ALIGARH,UTTAR PRADESH,202001,IN,FALSE
Myntra,NW012-TP-PJ-XS,Set,XS,1,INR,521,KOLKATA,WEST BENGAL,700050,IN,FALSE
Myntra,SET432-KR-PP-S,Set,S,1,INR,999,MUMBAI,MAHARASHTRA,400058,IN,FALSE
Flipkart,JNE3801-KR-L,kurta,L,1,INR,771,SIBSAGAR,ASSAM,785640,IN,FALSE
Nalli,SET356-KR-NP-L,Set,L,1,INR,999,Visakhapatnam,ANDHRA PRADESH,530049,IN,FALSE
Myntra,SAR009,Saree,Free,1,INR,631,DIMAPUR,NAGALAND,797112,IN,FALSE
Myntra,JNE3797-KR-S,Western Dress,S,1,INR,735,MEDAK,TELANGANA,502101,IN,FALSE
Myntra,JNE3660-TP-N-S,Top,S,1,INR,371,Pune,MAHARASHTRA,411014,IN,FALSE
Amazon,SET220-KR-PP-XXXL,Set,3XL,1,INR,1099,NOIDA,UTTAR PRADESH,201301,IN,FALSE
Flipkart,JNE3822-KR-XXL,kurta,XXL,1,INR,449,NEW DELHI,DELHI,110030,IN,FALSE
Amazon,SET385-KR-NP-XXL,Set,XXL,1,INR,699,BHUBANESWAR,ODISHA,751014,IN,FALSE
Myntra,BTM036-PP-XL,Bottom,XL,1,INR,360,BELGAUM,KARNATAKA,590001,IN,FALSE
Amazon,NW030-TP-PJ-S,Set,S,1,INR,582,PATNA,BIHAR,800020,IN,FALSE
Ajio,J0011-LCD-M,Set,M,1,INR,1695,BENGALURU,KARNATAKA,560048,IN,FALSE
Flipkart,SET192-KR-NP-M,Set,M,1,INR,680,SURAT,GUJARAT,395009,IN,FALSE
Others,J0010-LCD-L,Set,L,1,INR,939,VIJAYAWADA,ANDHRA PRADESH,521225,IN,FALSE
Nalli,J0112-TP-XL,Top,XL,1,INR,349,AHMEDABAD,GUJARAT,380059,IN,FALSE
Flipkart,JNE3405-KR-S,kurta,S,1,INR,435,Gurgaon,HARYANA,122018,IN,FALSE
Flipkart,JNE3793-KR-S,kurta,S,1,INR,349,UTTAR LATABARI,WEST BENGAL,735217,IN,FALSE
Amazon,J0230-SKD-L,Set,L,1,INR,1111,Parbhani,MAHARASHTRA,431401,IN,FALSE
Flipkart,J0005-DR-S,Western Dress,S,1,INR,1249,BENGALURU,KARNATAKA,560100,IN,FALSE
Meesho,J0083-KR-XL,kurta,XL,1,INR,591,BAGHPAT,UTTAR PRADESH,250609,IN,FALSE
Flipkart,JNE3798-KR-M,Western Dress,M,1,INR,724,BENGALURU,KARNATAKA,560072,IN,FALSE
Flipkart,J0376-SKD-S,Set,S,1,INR,999,JABALPUR,MADHYA PRADESH,482001,IN,FALSE
Flipkart,JNE3837-KR-XXL,kurta,XXL,1,INR,533,DEORIA,UTTAR PRADESH,274001,IN,FALSE
Meesho,SET183-KR-DH-M,Set,M,1,INR,759,BHUBANESWAR,ODISHA,751012,IN,FALSE
Amazon,J0008-SKD-L,Set,L,1,INR,1075,GHAZIABAD,UTTAR PRADESH,201005,IN,FALSE
Amazon,JNE3784-KR-M,kurta,M,1,INR,452,MUMBAI,MAHARASHTRA,400079,IN,FALSE
Myntra,SET324-KR-NP-XXL,Set,XXL,1,INR,635,TIRUR,KERALA,676105,IN,FALSE
Myntra,J0179-KR-XS,kurta,XS,1,INR,696,PARAVUR,KERALA,683513,IN,FALSE
Myntra,JNE3798-KR-A-XXXL,Western Dress,3XL,1,INR,771,KANCHIPURAM,TAMIL NADU,603001,IN,FALSE
Amazon,JNE3613-KR-XS,kurta,XS,1,INR,405,MADURAI,TAMIL NADU,625014,IN,FALSE
Ajio,JNE3567-KR-M,kurta,M,1,INR,399,Bengaluru,KARNATAKA,560016,IN,FALSE
Myntra,SET265-KR-NP-M,Set,M,1,INR,888,MUMBAI,MAHARASHTRA,400101,IN,FALSE
Amazon,SET363-KR-NP-XXL,Set,XXL,1,INR,1115,DEHRADUN,UTTARAKHAND,248006,IN,FALSE
Myntra,JNE3437-KR-XXL,kurta,XXL,1,INR,499,Bangalore,KARNATAKA,560073,IN,FALSE
Flipkart,SET400-KR-NP-XL,Set,XL,1,INR,1036,ANANTNAG,JAMMU & KASHMIR,192101,IN,FALSE
Flipkart,J0176-TP-XL,Top,XL,1,INR,387,MUMBAI,MAHARASHTRA,400101,IN,FALSE
Nalli,JNE3160-KR-G-M,kurta,M,1,INR,685,FARIDABAD,HARYANA,121004,IN,FALSE
Myntra,J0339-DR-L,Western Dress,L,1,INR,786,PUNE,MAHARASHTRA,412105,IN,FALSE
Meesho,NW030-TP-PJ-M,Set,M,1,INR,758,BENGALURU,KARNATAKA,560103,IN,FALSE
Flipkart,JNE3623-KR-M,kurta,M,1,INR,362,Pandav nagar janta garden,Delhi,110091,IN,FALSE
Myntra,J0348-SET-M,Set,M,1,INR,478,NEW DELHI,DELHI,110024,IN,FALSE
Amazon,SET219-KR-PP-XXL,Set,XXL,1,INR,655,IMPHAL,MANIPUR,795001,IN,FALSE
Others,SET360-KR-NP-M,Set,M,1,INR,1126,NASHIK,MAHARASHTRA,422009,IN,FALSE
Ajio,SET345-KR-NP-S,Set,S,1,INR,626,UDAIPUR,RAJASTHAN,313001,IN,FALSE
Amazon,JNE3797-KR-XL,Western Dress,XL,1,INR,735,LUCKNOW,UTTAR PRADESH,226016,IN,FALSE
